District,Year,Soil_pH,Organic_Carbon(%),Nitrogen(kg/ha),Phosphorus(kg/ha),Potassium(kg/ha),Yield_t_per_ha,crop,avg_temp,avg_humidity,total_rainfall,Rice_Variety,Humidity(%),Irrigation_Type,Fertilizer_Use(kg/ha),Pesticide_Use(kg/ha),Sowing_Date,Harvest_Date,Yield(kg/ha)
Muzaffarpur,2017,6.88,0.452,342.6,15.89,146,5.111,rice,27.65,79.52,1137.1,MTU-1010,85.9,Canal,159,2.28,28-06-2017,24-10-2017,3236
Muzaffarpur,2018,6.86,0.467,334,14.47,141.1,5.159,rice,27.98,75.89,851.7,Swarna,80.9,Canal,203,4.63,19-06-2018,09-10-2018,3226
Muzaffarpur,2019,6.88,0.462,325.4,16.95,143.2,4.801,rice,28.21,77.19,1399,Swarna,66.4,Canal,153,4.68,30-06-2019,23-10-2019,3206
Muzaffarpur,2020,6.86,0.468,351.8,15.42,153,4.978,rice,27.5,79.5,1513.9,IR64,85.5,Canal,138,1.52,15-06-2020,12-10-2020,3522
Nalanda,2000,7.22,0.704,391.5,25.23,212.5,5.372,rice,27.27,76.79,772.7,Sona Masuri,74.6,Rainfed,252,2.47,27-06-2000,29-10-2000,3390
Nalanda,2001,7.21,0.684,398.9,24.26,209.2,5.382,rice,27.12,80.57,883.4,MTU-1010,64.5,Canal,134,1.58,25-06-2001,24-10-2001,3326
Nalanda,2002,7.16,0.678,416.9,25.57,218.7,5.354,rice,27.27,78.33,962.2,Sharbati,77.5,Rainfed,130,1.84,18-06-2002,13-10-2002,3632
Nalanda,2003,7.11,0.656,404.1,23.74,209.1,5.293,rice,27.35,78.57,1200.1,Sharbati,89.6,Borewell,224,1.51,27-06-2003,21-10-2003,3577
Nalanda,2004,7.1,0.652,391.4,23.53,207.8,5.16,rice,27.07,77.55,894.3,IR64,63.7,Canal,133,2.18,29-06-2004,20-10-2004,3392
Nalanda,2005,7.13,0.656,388.4,24.6,210.3,5.252,rice,27.73,74.67,873.1,Sona Masuri,62.3,Rainfed,198,1.44,26-06-2005,16-10-2005,3267
Nalanda,2006,7.1,0.66,386.7,24.06,205.4,5.158,rice,27.56,77.7,1066.3,IR64,77,Canal,196,1.51,22-06-2006,22-10-2006,3594
Nalanda,2007,7.09,0.653,389.5,24.1,209.3,5.433,rice,27.55,78.54,1279.2,Swarna Sub1,62.8,Canal,208,1.51,17-06-2007,18-10-2007,3745
Nalanda,2008,7.07,0.653,383,24.86,209.3,5.42,rice,27.44,77.84,1165.1,Swarna Sub1,69.6,Rainfed,201,2.37,30-06-2008,31-10-2008,3387
Nalanda,2009,7.03,0.641,376,24.19,223.9,5.221,rice,28.18,73.03,945,Swarna,88,Rainfed,243,1.51,24-06-2009,12-10-2009,3409
Nalanda,2010,7.01,0.629,375.9,24.74,201.7,5.182,rice,28.71,74.75,769.1,Sona Masuri,68.9,Rainfed,245,1.94,28-06-2010,03-11-2010,3223
Nalanda,2011,6.94,0.633,369.2,24.2,224.2,5.227,rice,27.47,78.09,1166.6,IR64,75.5,Borewell,181,4.76,30-06-2011,19-10-2011,3480
Nalanda,2012,6.93,0.657,380.1,24.92,207.3,5.245,rice,27.76,74.24,989.8,Swarna,83.7,Borewell,184,3.73,29-06-2012,24-10-2012,3240
Nalanda,2013,6.96,0.662,387.1,23.67,209.5,5.15,rice,26.93,80.58,949.3,Sharbati,66.6,Borewell,179,4.13,29-06-2013,02-11-2013,3489
Nalanda,2014,6.96,0.644,388.4,24.86,214.1,5.468,rice,27.45,77.82,703.7,Sona Masuri,82.2,Rainfed,211,3.94,20-06-2014,13-10-2014,3454
Nalanda,2015,6.94,0.681,402.4,24.8,219.5,5.594,rice,28.13,74.49,790.3,Swarna,86.7,Borewell,237,1.71,23-06-2015,13-10-2015,3433
Nalanda,2016,6.92,0.662,401.4,25.07,222.2,5.271,rice,27.86,77.61,1078.1,Sona Masuri,66.9,Canal,158,4.45,25-06-2016,19-10-2016,3376
Nalanda,2017,6.89,0.687,400.5,23.31,219.5,5.157,rice,27.94,78.39,966,Sharbati,77.7,Borewell,197,4.52,28-06-2017,16-10-2017,3462
Nalanda,2018,6.88,0.703,418.8,24.04,216.9,5.561,rice,28.29,73.9,916.8,Sharbati,67.3,Rainfed,140,2.87,26-06-2018,24-10-2018,3430
Nalanda,2019,6.95,0.692,403.4,26.44,218.3,5.653,rice,28.58,76.89,1073.9,Sona Masuri,67.3,Borewell,208,4.19,26-06-2019,19-10-2019,3413
Nalanda,2020,6.85,0.702,397,24.54,227.2,5.542,rice,27.71,80.76,1284.2,Sharbati,87,Borewell,136,3.74,17-06-2020,11-10-2020,3428
Nawada,2000,5.96,0.469,194.3,10.94,153,3.236,rice,27.16,76.25,772.7,Swarna Sub1,83.1,Borewell,155,1.87,27-06-2000,16-10-2000,2685
Nawada,2001,6.01,0.488,185.1,10.08,159.5,3.547,rice,26.99,80.33,883.4,Swarna Sub1,63.1,Canal,146,2.36,23-06-2001,26-10-2001,2783
Nawada,2002,6.11,0.46,183.1,10.51,141.8,3.502,rice,27.1,78.08,962.2,IR64,78.2,Canal,177,1.59,26-06-2002,27-10-2002,2900
Nawada,2003,6.16,0.475,185.4,8.73,148.8,4.064,rice,27.3,77.97,1200.1,Swarna Sub1,70.9,Canal,184,2.69,18-06-2003,24-10-2003,3080
Nawada,2004,6.23,0.443,188.5,9.95,140.5,3.499,rice,26.94,77.19,894.3,Swarna Sub1,83.4,Borewell,172,4.78,27-06-2004,23-10-2004,2923
Nawada,2005,6.25,0.428,173.6,10.49,145.4,3.604,rice,27.64,74.21,873.1,Sharbati,66.5,Canal,153,4.4,22-06-2005,11-10-2005,2822
Nawada,2006,6.25,0.449,172.4,11.75,136.8,3.377,rice,27.43,77.26,1066.3,MTU-1010,65.3,Canal,173,2.5,17-06-2006,16-10-2006,3015
Nawada,2007,6.34,0.453,183.4,10.83,146.4,3.454,rice,27.44,78.28,1279.2,Sona Masuri,88.1,Canal,205,1.04,29-06-2007,22-10-2007,3181
Nawada,2008,6.35,0.419,169.8,10.65,138.8,3.62,rice,27.39,76.99,1165.1,Sona Masuri,73.6,Canal,169,3.14,16-06-2008,17-10-2008,2879
Nawada,2009,6.36,0.429,175.1,11.4,146.8,3.819,rice,28.01,72.63,945,MTU-1010,84.4,Canal,150,2.81,29-06-2009,04-11-2009,2704
Nawada,2010,6.41,0.422,170.3,9.89,142.5,3.458,rice,28.69,73.91,769.1,Swarna,66.9,Borewell,147,2.94,19-06-2010,18-10-2010,2615
Nawada,2011,6.42,0.414,160.8,9.45,149,3.292,rice,27.37,77.49,1166.6,Sona Masuri,73,Borewell,201,2.41,21-06-2011,17-10-2011,2970
Nawada,2012,6.44,0.453,175.9,10.64,150.2,3.811,rice,27.63,74.08,989.8,Swarna,75.3,Rainfed,137,1.91,28-06-2012,24-10-2012,2741
Nawada,2013,6.46,0.44,169.4,12.42,137.9,3.493,rice,26.79,80.2,949.3,Sona Masuri,80.5,Rainfed,134,1.09,19-06-2013,20-10-2013,2859
Nawada,2014,6.5,0.434,194.6,12.48,145.8,3.488,rice,27.36,76.86,703.7,IR64,86.8,Canal,200,2.11,27-06-2014,15-10-2014,2848
Nawada,2015,6.48,0.454,182.7,10.1,151.1,3.814,rice,28.01,74.36,790.3,IR64,85.8,Canal,191,1.21,27-06-2015,28-10-2015,2799
Nawada,2016,6.58,0.46,177.8,11.24,151,3.949,rice,27.74,77.17,1078.1,MTU-1010,76.6,Canal,190,4.55,22-06-2016,22-10-2016,2865
Nawada,2017,6.61,0.456,176.6,10.18,145.8,3.927,rice,27.86,77.61,867.3,Sharbati,77.5,Canal,183,3.42,30-06-2017,27-10-2017,2830
Nawada,2018,6.61,0.488,192.7,11.04,160.5,3.972,rice,28.14,73.5,1146.8,IR64,82.7,Canal,181,1.95,15-06-2018,14-10-2018,3072
Nawada,2019,6.62,0.499,191.9,10.71,149.4,4.038,rice,28.65,75.75,962.1,MTU-1010,60.9,Rainfed,221,3.72,21-06-2019,21-10-2019,2807
Nawada,2020,6.67,0.491,202.8,9.46,155.2,3.916,rice,27.68,80.21,1211.3,IR64,65.9,Canal,172,1.42,26-06-2020,15-10-2020,3079
Patna,2000,7.39,0.619,294.6,12.69,137.5,5.135,rice,27.34,77.42,894.7,Sharbati,86.2,Borewell,149,2.29,16-06-2000,09-10-2000,3063
Patna,2001,7.38,0.608,287.7,11.73,127.5,4.859,rice,27.21,80.75,1009.7,Sona Masuri,82.4,Borewell,251,2.48,24-06-2001,25-10-2001,3347
Patna,2002,7.29,0.61,298.7,12.04,133.4,4.851,rice,27.26,78.95,926.3,IR64,89.9,Borewell,203,4.06,15-06-2002,12-10-2002,3282
Patna,2003,7.27,0.594,292.5,12.16,137.1,4.965,rice,27.19,79.25,1198.1,Sona Masuri,66,Borewell,172,1.36,16-06-2003,20-10-2003,3346
Patna,2004,7.23,0.583,288.3,13.35,132,5.413,rice,27.15,77.58,882.6,Sharbati,70.1,Rainfed,252,1.29,29-06-2004,06-11-2004,3210
Patna,2005,7.25,0.588,282.2,12.95,124.7,5.204,rice,27.82,74.98,895,MTU-1010,81.5,Borewell,263,2.32,20-06-2005,15-10-2005,3150
Patna,2006,7.19,0.588,288.8,13.88,130,5.015,rice,27.67,78.21,1133.9,Sona Masuri,89.5,Borewell,204,3.61,17-06-2006,17-10-2006,3264
Patna,2007,7.2,0.59,279.3,12.45,129.5,5.085,rice,27.63,79.2,1427.8,Swarna,83.6,Rainfed,179,4.26,18-06-2007,26-10-2007,3284
Patna,2008,7.08,0.56,273.3,11.61,123.8,5.105,rice,27.46,79.36,1376.6,MTU-1010,87.9,Borewell,205,3.36,29-06-2008,24-10-2008,3531
Patna,2009,7.09,0.573,269.1,11.94,130.6,5.116,rice,28.16,73.97,887.9,Sona Masuri,70.1,Borewell,174,2.29,30-06-2009,06-11-2009,2793
Patna,2010,7.05,0.567,295.1,12.23,122.2,5.008,rice,28.5,76.92,886.8,Sharbati,73.4,Borewell,121,1.81,27-06-2010,18-10-2010,2689
Patna,2011,7.06,0.571,279.4,11.19,121.6,5.005,rice,27.58,78.47,1059.7,Swarna,78.4,Borewell,172,1.4,26-06-2011,25-10-2011,3233
Patna,2012,7.03,0.574,280.5,12.49,133.7,5.047,rice,27.81,74.55,946.4,IR64,71.4,Canal,161,2.67,22-06-2012,11-10-2012,3195
Patna,2013,7.03,0.581,288.7,12.84,134.6,5.229,rice,27.07,80.48,984,Swarna,86.7,Borewell,216,4.29,28-06-2013,16-10-2013,3174
Patna,2014,7.02,0.593,288.3,13.49,126.5,5.02,rice,27.48,78.81,746,Sona Masuri,81.4,Borewell,173,1.67,24-06-2014,16-10-2014,3115
Patna,2015,6.99,0.605,282,12.68,130.9,4.762,rice,28.23,74.94,785.3,Sharbati,66.4,Borewell,130,2.06,16-06-2015,04-10-2015,2889
Patna,2016,6.96,0.606,289.5,13.97,125.1,5.042,rice,27.84,78.44,1142.8,Swarna Sub1,65.4,Rainfed,130,1.22,29-06-2016,27-10-2016,3215
Patna,2017,6.88,0.61,289.8,12.53,140.1,5.372,rice,27.92,79.11,1083.1,IR64,88.5,Canal,162,2.77,23-06-2017,19-10-2017,3136
Patna,2018,6.95,0.618,303.4,13.02,129.5,4.939,rice,28.3,74.63,920.7,Swarna Sub1,88.3,Borewell,107,4.27,22-06-2018,30-10-2018,3021
Patna,2019,6.92,0.636,315.7,13.18,130.9,5.097,rice,28.42,77.36,1283.5,Sona Masuri,64,Rainfed,242,4.01,15-06-2019,06-10-2019,3505
Patna,2020,6.94,0.618,304.1,13.88,139.1,5.237,rice,27.71,80.15,1371.4,Sharbati,84.7,Canal,248,4.56,16-06-2020,19-10-2020,3623
Rohtas,2000,6.22,0.388,311.3,9.34,192.9,3.624,rice,27.18,75.61,851.4,IR64,64.8,Borewell,215,4.4,24-06-2000,14-10-2000,3283
Rohtas,2001,6.29,0.362,310,9.12,191.7,4.092,rice,27.07,79.76,1010.1,IR64,75.7,Canal,203,2.75,18-06-2001,17-10-2001,3196
Rohtas,2002,6.27,0.375,301,9.77,190.6,3.509,rice,27.62,74.4,738.7,Sona Masuri,68.2,Canal,170,4.49,18-06-2002,23-10-2002,3157
Rohtas,2003,6.31,0.39,301.2,9.75,190.7,3.717,rice,27.11,77.98,1481.1,MTU-1010,62.7,Rainfed,166,4.19,17-06-2003,15-10-2003,3514
Rohtas,2005,6.4,0.367,299.6,10.97,192.3,3.414,rice,28,70.15,703.9,MTU-1010,73,Canal,108,2,28-06-2005,02-11-2005,2937
Rohtas,2006,6.44,0.362,296.3,9.45,189.1,3.827,rice,27.49,76.08,1198.7,Sona Masuri,88.9,Rainfed,180,2.61,25-06-2006,23-10-2006,3270
Rohtas,2007,6.48,0.352,286.9,11.62,184,3.845,rice,27.56,76.58,978.4,Sona Masuri,86.5,Canal,194,2.89,25-06-2007,19-10-2007,2990
Rohtas,2008,6.44,0.353,285.5,8.8,193.6,3.89,rice,27.3,76.81,1294.9,Sona Masuri,61.6,Borewell,183,3.98,19-06-2008,13-10-2008,3350
Rohtas,2009,6.53,0.329,306.1,8.15,195.5,3.995,rice,28.22,70.69,1053.1,IR64,63.1,Borewell,159,4.21,25-06-2009,24-10-2009,3126
Rohtas,2010,6.55,0.333,291.1,8.68,185.6,3.761,rice,28.72,73.69,862.7,MTU-1010,70.4,Canal,187,2.86,16-06-2010,15-10-2010,2986
Rohtas,2011,6.49,0.36,291.6,8.74,183.5,3.913,rice,27.47,76.24,1282.2,Sona Masuri,67,Borewell,140,4.24,20-06-2011,16-10-2011,3382
Rohtas,2012,6.55,0.333,297.8,9.62,187.2,3.631,rice,27.78,72.13,1061.1,Sharbati,82.9,Borewell,197,4.91,30-06-2012,29-10-2012,3006
Rohtas,2013,6.59,0.348,288.6,8.68,194.9,3.807,rice,27,79.16,911.4,Swarna Sub1,83.4,Canal,148,2,27-06-2013,31-10-2013,3150
Rohtas,2014,6.59,0.39,302,9.62,189.1,3.868,rice,27.96,72.74,679.1,Swarna Sub1,63.1,Canal,163,4.22,21-06-2014,16-10-2014,3014
Rohtas,2015,6.56,0.387,305.1,9.28,192,4.107,rice,28.24,73.04,873,Swarna,82.4,Borewell,160,2.48,16-06-2015,21-10-2015,2945
Rohtas,2016,6.59,0.378,294.7,10.91,199.5,3.578,rice,27.81,76.26,1186.5,MTU-1010,86.2,Borewell,212,3.09,29-06-2016,01-11-2016,3343
Rohtas,2017,6.6,0.39,302.3,8.51,207.4,4.064,rice,28.3,74.63,1130.9,Sona Masuri,82.9,Borewell,196,3.14,27-06-2017,26-10-2017,3135
Rohtas,2018,6.67,0.391,314.2,9.33,195.6,4.157,rice,28.64,69.77,1247.4,Swarna Sub1,69.9,Borewell,223,3.99,17-06-2018,23-10-2018,3305
Rohtas,2019,6.62,0.421,312.2,10.74,192.3,3.94,rice,28.72,74.99,1343.8,Sharbati,76.7,Rainfed,139,3.36,25-06-2019,16-10-2019,3206
Rohtas,2020,6.65,0.414,313.6,9.41,194.1,3.876,rice,28,77.73,1317.4,Swarna Sub1,78.6,Canal,157,3.17,18-06-2020,10-10-2020,3335
Saharsa,2000,6.46,0.796,333.5,16.72,212.7,4.743,rice,27.2,78.68,1567.2,Swarna Sub1,68.4,Rainfed,148,2.83,16-06-2000,20-10-2000,3487
Saharsa,2001,6.51,0.767,334.7,18.05,224.2,5.138,rice,27.04,81.77,1128.9,MTU-1010,60.4,Canal,176,3.45,18-06-2001,26-10-2001,3389
Saharsa,2002,6.52,0.787,317.7,16.89,213.7,4.609,rice,26.82,81.72,1181,Swarna,74.2,Borewell,176,1.95,17-06-2002,05-10-2002,3485
Saharsa,2003,6.55,0.763,328,16.71,213.1,4.978,rice,26.75,82.39,1379.3,IR64,63.4,Rainfed,194,3.84,18-06-2003,11-10-2003,3688
Saharsa,2004,6.61,0.769,319.4,17.28,201.5,5.06,rice,26.71,80.55,1268.1,Sharbati,81.8,Canal,202,4.71,19-06-2004,24-10-2004,3343
Saharsa,2005,6.61,0.788,318.9,17.18,205,5.059,rice,27.39,78.7,952.8,Sona Masuri,84.7,Rainfed,184,4.99,16-06-2005,16-10-2005,3220
Saharsa,2006,6.62,0.758,330.9,16.81,213.3,5.08,rice,27.37,80.11,1096.2,Swarna,62.5,Canal,177,2.43,28-06-2006,24-10-2006,3354
Saharsa,2007,6.62,0.75,340,16.56,208.1,4.844,rice,27.19,81.53,1595.1,Swarna,80.5,Canal,235,1.78,21-06-2007,09-10-2007,3928
Saharsa,2008,6.69,0.757,313.5,17.53,206.8,4.88,rice,26.99,82.15,1402.3,MTU-1010,76,Borewell,200,3.74,28-06-2008,26-10-2008,3643
Saharsa,2009,6.67,0.747,318.9,17,206.8,4.998,rice,27.44,79.44,1236.9,Sona Masuri,65.9,Borewell,183,1.6,16-06-2009,23-10-2009,3296
Saharsa,2010,6.66,0.732,329.1,16.1,205.7,4.879,rice,27.75,79.98,1167,MTU-1010,84.2,Rainfed,227,4.17,25-06-2010,22-10-2010,3611
Saharsa,2011,6.72,0.736,312.2,16.3,206.7,4.695,rice,27.04,81.49,1372.2,MTU-1010,62.9,Borewell,191,1.8,25-06-2011,22-10-2011,3479
Saharsa,2012,6.67,0.731,322.5,16.82,197.4,5.143,rice,27.26,78.11,1098.7,Sona Masuri,72.9,Canal,188,2.84,17-06-2012,06-10-2012,3595
Saharsa,2013,6.65,0.767,317.5,18.63,212.5,4.845,rice,26.82,81.84,1329.1,Sona Masuri,75.7,Rainfed,181,2.27,30-06-2013,26-10-2013,3402
Saharsa,2014,6.67,0.773,323.6,17.35,217.3,4.917,rice,27.08,81.04,1071,IR64,85.4,Canal,184,3,22-06-2014,11-10-2014,3410
Saharsa,2015,6.71,0.783,334.7,17.5,209.5,4.784,rice,27.65,79.25,1104.9,Sona Masuri,70.4,Borewell,166,3.58,24-06-2015,26-10-2015,3467
Saharsa,2016,6.68,0.784,329.6,17.82,219.1,4.889,rice,27.36,81.34,1439.5,IR64,60.3,Borewell,188,2.35,26-06-2016,26-10-2016,3674
Saharsa,2017,6.71,0.789,327.6,19.04,219.9,5.181,rice,27.31,81.86,1454.1,Swarna,83.6,Canal,217,4.45,29-06-2017,31-10-2017,3595
Saharsa,2018,6.78,0.78,335.7,18.32,210.6,5.183,rice,27.59,78.14,989.3,Sharbati,79.2,Borewell,202,4.68,24-06-2018,19-10-2018,3548
Saharsa,2019,6.7,0.808,346.7,18.38,206.6,5.024,rice,27.82,79.63,1635.9,Sona Masuri,64.5,Borewell,145,2.97,28-06-2019,21-10-2019,3564
Saharsa,2020,6.75,0.809,319.3,19.29,220.2,5.04,rice,27.46,80.44,1751.3,MTU-1010,62,Canal,166,1.1,30-06-2020,28-10-2020,3450
Samastipur,2000,7.14,0.481,228.9,14.57,260.3,5.098,rice,27.35,76.85,1351.4,MTU-1010,82.9,Borewell,179,1.55,17-06-2000,17-10-2000,3163
Samastipur,2001,7.07,0.48,236.1,17.47,260.1,5.083,rice,27.18,80.42,1105,IR64,88.4,Borewell,146,3.17,30-06-2001,26-10-2001,3044
Samastipur,2002,7.08,0.482,220.1,15.99,265.6,5.257,rice,27.09,79.62,764.2,Swarna,66.9,Borewell,178,3.9,26-06-2002,24-10-2002,2949
Samastipur,2003,7.05,0.46,238.6,16.96,257.1,5.028,rice,26.98,80.55,1381.1,IR64,85.9,Borewell,162,1.31,21-06-2003,19-10-2003,3186
Samastipur,2004,7.06,0.476,237.3,16.22,257.6,5.092,rice,26.91,79.12,1067.2,MTU-1010,82.6,Borewell,217,1.1,24-06-2004,27-10-2004,3057
Samastipur,2005,7,0.454,221.7,17.14,249.7,4.87,rice,27.66,76.48,911,Sharbati,62.9,Borewell,168,3.95,30-06-2005,23-10-2005,2896
Samastipur,2006,6.99,0.467,225.6,15.49,252,5.271,rice,27.49,79.13,1048.9,MTU-1010,67,Canal,162,1.25,19-06-2006,18-10-2006,2941
Samastipur,2007,6.89,0.432,249.7,16.41,247.3,4.948,rice,27.37,80.05,1486.4,Swarna Sub1,88.3,Canal,168,1.26,27-06-2007,31-10-2007,3374
Samastipur,2008,6.96,0.446,241.4,16.17,249.4,5.102,rice,27.17,80.78,1279.7,Swarna Sub1,67.5,Borewell,143,1.31,23-06-2008,28-10-2008,3264
Samastipur,2009,6.93,0.422,211.4,14.52,245.9,4.667,rice,27.84,76.17,1093.5,IR64,60.8,Borewell,235,4.45,18-06-2009,09-10-2009,3243
Samastipur,2010,6.95,0.415,199.1,14.86,247.2,4.743,rice,28.17,77.84,1012.4,Sona Masuri,74.8,Borewell,175,1.88,22-06-2010,20-10-2010,2935
Samastipur,2011,6.97,0.428,233.1,15.8,251.8,4.776,rice,27.35,79.44,1220.3,Swarna Sub1,75.9,Canal,217,1.63,21-06-2011,22-10-2011,3235
Samastipur,2012,6.92,0.434,229.2,15.75,248.3,5.127,rice,27.68,75.44,929.7,Sona Masuri,68.2,Borewell,152,3.67,15-06-2012,08-10-2012,3116
Samastipur,2013,6.92,0.444,230.8,16,250.8,4.993,rice,26.97,80.73,1013.9,Swarna,68.5,Canal,165,3.34,21-06-2013,12-10-2013,3030
Samastipur,2014,6.88,0.446,218.5,15.91,261.4,4.86,rice,27.19,80.17,936.2,Sona Masuri,73.7,Borewell,152,3.69,18-06-2014,24-10-2014,2957
Samastipur,2015,6.97,0.471,243.7,16.96,271.1,4.925,rice,27.98,76.87,874.5,Swarna Sub1,68.4,Borewell,139,3.04,21-06-2015,25-10-2015,2892
Samastipur,2016,6.81,0.465,239.5,16.57,263.7,5.309,rice,27.62,79.52,1195,IR64,88.1,Canal,159,4.53,25-06-2016,14-10-2016,3270
Samastipur,2017,6.89,0.484,229.3,15.69,273.7,5.117,rice,27.63,80.42,1230.6,Sharbati,89.7,Borewell,187,4.52,20-06-2017,26-10-2017,3048
Samastipur,2018,6.85,0.477,233.5,16.13,258.3,4.831,rice,27.96,76.47,911.5,Swarna Sub1,82.3,Rainfed,165,2.49,19-06-2018,09-10-2018,2936
Samastipur,2019,6.86,0.485,249.3,17.06,269.6,5.015,rice,28.24,77.83,1498.9,Sona Masuri,65.7,Borewell,232,3.75,21-06-2019,18-10-2019,3331
Samastipur,2020,6.86,0.501,248,16.87,276.5,5.19,rice,27.6,80.23,1602.3,Swarna,67.1,Borewell,187,4.93,17-06-2020,21-10-2020,3357
Saran,2000,7.18,0.64,362.7,15.81,185.5,5.007,rice,27.41,76.74,943.5,MTU-1010,69.7,Borewell,183,3.69,15-06-2000,22-10-2000,3356
Saran,2001,7.14,0.621,381.4,14.78,180.3,5.062,rice,27.25,80.31,1054.5,IR64,82.7,Canal,197,3.04,23-06-2001,31-10-2001,3514
Saran,2002,7.1,0.628,368.2,16.45,180.1,5.06,rice,27.3,78.88,954,Swarna Sub1,68,Borewell,161,4.37,24-06-2002,15-10-2002,3393
Saran,2003,7.09,0.613,358.3,16.61,185.3,4.824,rice,27.22,78.65,1178.7,Sona Masuri,84.1,Canal,156,3.48,25-06-2003,26-10-2003,3373
Saran,2004,7.04,0.591,364.9,16.53,182.9,4.77,rice,27.23,77.09,855.7,IR64,66.4,Rainfed,193,4.25,22-06-2004,22-10-2004,3268
Saran,2005,7.11,0.597,357.5,16.93,173.1,4.912,rice,27.97,73.84,900.4,Sona Masuri,78.9,Rainfed,149,3.92,16-06-2005,08-10-2005,3334
Saran,2006,7.04,0.627,356.8,17.44,185.3,5.153,rice,27.75,77.67,979.3,Sharbati,84.7,Canal,194,3.51,30-06-2006,27-10-2006,3524
Saran,2007,6.99,0.604,340.5,17.36,178.3,4.558,rice,27.71,78.63,1495.2,Sona Masuri,76.1,Canal,125,3.86,20-06-2007,14-10-2007,3323
Saran,2008,6.99,0.595,348.8,16.56,171.1,4.788,rice,27.44,79.84,1392.8,MTU-1010,62.9,Rainfed,170,1.95,21-06-2008,18-10-2008,3654
Saran,2009,6.98,0.584,346.1,16.89,170.2,5.058,rice,28.18,73.42,925.5,MTU-1010,74.3,Canal,153,2.09,15-06-2009,03-10-2009,3161
Saran,2010,6.97,0.563,336.5,15.83,186.3,5.06,rice,28.6,76.23,868.7,Swarna Sub1,81,Borewell,152,1.07,26-06-2010,28-10-2010,3242
Saran,2011,6.9,0.554,355.7,15.87,182.6,4.823,rice,27.66,77.93,1061.2,Sharbati,80.1,Canal,169,1.8,29-06-2011,04-11-2011,3274
Saran,2012,6.95,0.601,349,15.74,177.3,5.156,rice,27.93,73.54,966.7,Swarna Sub1,85.7,Rainfed,214,1,24-06-2012,14-10-2012,3276
Saran,2013,6.93,0.609,351.7,15.14,190.4,4.982,rice,27.18,80.05,1003.1,Sona Masuri,79.5,Canal,234,1.49,22-06-2013,12-10-2013,3555
Saran,2014,6.91,0.606,358.7,16.02,179.9,5.1,rice,27.61,78.13,808.9,Swarna Sub1,72.2,Borewell,172,2.66,27-06-2014,03-11-2014,3096
Saran,2015,6.92,0.59,376,16.34,184.8,4.862,rice,28.34,74.32,772.5,Swarna,72.7,Canal,178,1.32,16-06-2015,10-10-2015,3112
Saran,2016,6.89,0.614,375.5,16.12,187.3,5.048,rice,27.88,78.15,1144.4,IR64,71.4,Rainfed,184,1.07,17-06-2016,24-10-2016,3379
Saran,2017,6.88,0.625,376.7,15.2,176.3,4.841,rice,27.94,78.33,1249.7,IR64,77.1,Borewell,181,3.66,15-06-2017,19-10-2017,3535
Saran,2018,6.86,0.626,356.3,16.25,173.5,5.001,rice,28.29,74.28,920.6,Swarna Sub1,64.5,Canal,179,3.55,17-06-2018,06-10-2018,3125
Saran,2019,6.92,0.646,373.5,16.16,177.7,5.04,rice,28.4,76.53,1272.2,Swarna,74.7,Canal,212,2.1,24-06-2019,12-10-2019,3711
Saran,2020,6.87,0.657,382,17.6,183.9,5.302,rice,27.6,79.85,1435.7,MTU-1010,78.4,Borewell,144,1.57,27-06-2020,29-10-2020,3616
Sheikhpura,2000,7.25,0.749,316.7,12.79,148.4,4.806,rice,27.37,76.49,886,Sona Masuri,70.9,Rainfed,160,3.5,28-06-2000,21-10-2000,3211
Sheikhpura,2001,7.23,0.751,302.6,12.04,147.2,4.934,rice,27.29,80.01,888.7,Sona Masuri,68.6,Borewell,224,3.42,16-06-2001,07-10-2001,3276
Sheikhpura,2002,7.22,0.76,304.7,13.15,147.2,4.76,rice,27.27,78.37,797.4,Sharbati,62.6,Borewell,214,4.37,29-06-2002,22-10-2002,3297
Sheikhpura,2003,7.15,0.73,297.7,12.07,146.8,5.211,rice,27.38,78.73,1253.9,Swarna Sub1,89.5,Rainfed,173,2.54,30-06-2003,02-11-2003,3453
Sheikhpura,2004,7.16,0.729,286.3,12.14,142.5,4.997,rice,27.06,77.86,982.3,Swarna Sub1,63.1,Borewell,166,4.84,22-06-2004,14-10-2004,3179
Sheikhpura,2005,7.19,0.741,307.7,11.25,138.6,4.979,rice,27.76,75.6,901.2,Sharbati,88.7,Borewell,172,2.86,19-06-2005,17-10-2005,3123
Sheikhpura,2006,7.08,0.729,302.7,11.09,148.1,5.026,rice,27.65,77.67,937.6,Sharbati,60.8,Borewell,229,2.72,21-06-2006,27-10-2006,3448
Sheikhpura,2007,7.03,0.718,300.6,12.67,138.2,5.151,rice,27.55,78.7,1337.4,MTU-1010,75,Borewell,187,4.74,19-06-2007,25-10-2007,3367
Sheikhpura,2008,7.06,0.7,285.5,12.73,146.6,5.005,rice,27.48,78.3,1090.6,MTU-1010,71.7,Borewell,223,3.56,21-06-2008,22-10-2008,3355
Sheikhpura,2009,7.08,0.719,300.7,11.04,149.1,5.083,rice,28.05,74.48,895.3,Sharbati,81.9,Canal,179,2.28,20-06-2009,23-10-2009,3170
Sheikhpura,2010,7.01,0.697,295.8,10.37,142.2,4.782,rice,28.61,75.47,868.8,IR64,78.6,Rainfed,223,3.47,24-06-2010,01-11-2010,3297
